fName,lName,country,poll,selectionName,selectionYear,selectionDirector,newName,rating,runtime,genre,language,country
Vlastimir,Sudar,Serbia/UK,critics,I Even Met Happy Gypsies,1967,Aleksandr Petrovic,I Even Met Happy Gypsies,N/A,94,Drama,"Serbian,Romany",Yugoslavia
Vlastimir,Sudar,Serbia/UK,critics,Mirror,1974,Andrei Tarkovsky,Mirror,N/A,87,"Horror,Crime,Mystery",N/A,Hong Kong
Vlastimir,Sudar,Serbia/UK,critics,Mulholland Dr,2003,David Lynch,Mulholland Dr,N/A,88,"Drama,Mystery,Romance",English,USA
Vlastimir,Sudar,Serbia/UK,critics,Numero deux,1975,Jean-Luc Godard/Anne-Marie Mieville,Numero deux,N/A,88,Drama,French,France
Vlastimir,Sudar,Serbia/UK,critics,Opening Night,1977,John Cassavetes,Opening Night,PG-13,144,Drama,English,USA
Vladan,Petkovic,Serbia,critics,2001: A Space Odyssey,1968,Stanley Kubrick,2001: A Space Odyssey,G,160,"Mystery,Sci-Fi","English,Russian","USA,UK"
Vladan,Petkovic,Serbia,critics,Apocalypse Now,1979,Francis Ford Coppola,Apocalypse Now,R,153,"Drama,War","English,French,Vietnamese,Khmer",USA
Vladan,Petkovic,Serbia,critics,Blade Runner,1982,Ridley Scott,Blade Runner,R,117,"Sci-Fi,Thriller","English,German,Cantonese,Japanese,Hungarian","USA,Hong Kong,UK"
Vladan,Petkovic,Serbia,critics,Breaking the Waves,1996,Lars von Trier,Breaking the Waves,R,159,"Drama,Romance",English,"Denmark,Sweden,France,Netherlands,Norway,Iceland,Spain"
Vladan,Petkovic,Serbia,critics,Lost Highway,1996,David Lynch,Lost Highway,R,134,"Drama,Mystery,Thriller",English,"France,USA"
Vladan,Petkovic,Serbia,critics,"Night of the Hunter, The",1955,Charles Laughton,The Night of the Hunter,APPROVED,92,"Crime,Drama,Film-Noir",English,USA
Vladan,Petkovic,Serbia,critics,Nosferatu,1922,F. W. Murnau,Nosferatu,UNRATED,81,"Horror,Mystery",German,Germany
Vladan,Petkovic,Serbia,critics,Ringu,1997,Hideo Nakata,Ringu,N/A,110,Horror,Japanese,Japan
Vladan,Petkovic,Serbia,critics,Stalker,1979,Andrei Tarkovsky,Stalker,NOT RATED,163,"Drama,Sci-Fi",Russian,Soviet Union
Vladan,Petkovic,Serbia,critics,Videodrome,1983,David Cronenberg,Videodrome,R,87,"Sci-Fi,Thriller",English,Canada
Virginie,Selavy,UK,critics,"Cabinet of Dr Caligari, The",1919,Robert Wiene,The Cabinet of Dr Caligari,UNRATED,67,"Crime,Horror,Mystery",German,Germany
Virginie,Selavy,UK,critics,"Colour of Pomegranates, The",1968,Sergei Parajanov,The Colour of Pomegranates,N/A,75,Documentary,"English,Armenian",UK
Virginie,Selavy,UK,critics,Daisies,1966,Vera Chytilova,Daisies,N/A,74,"Comedy,Drama",Czech,Czechoslovakia
Virginie,Selavy,UK,critics,Eyes Without a Face,1960,Georges Franju,Eyes Without a Face,UNRATED,88,"Drama,Horror,Thriller",French,"France,Italy"
Virginie,Selavy,UK,critics,Freaks,1932,Tod Browning,Freaks,UNRATED,64,"Drama,Horror","English,German,French",USA
Virginie,Selavy,UK,critics,Kwaidan,1964,Kobayashi Masaki,Kwaidan,NOT RATED,183,"Fantasy,Horror",Japanese,Japan
Virginie,Selavy,UK,critics,"Seventh Seal, The",1957,Ingmar Bergman,The Seventh Seal,NOT RATED,96,"Drama,Fantasy","Swedish,Latin",Sweden
Virginie,Selavy,UK,critics,Suspiria,1977,Dario Argento,Suspiria,X,92,"Horror,Mystery","Italian,Russian,English,German,Latin",Italy
Virginie,Selavy,UK,critics,"Topo, El",1970,Alejandro Jodorowsky,El Topo,NOT RATED,125,Western,Spanish,Mexico
Virginie,Selavy,UK,critics,"Werckmeister Harmonies, The",2000,Bela Tarr,Werckmeister Harmonies,N/A,145,"Drama,Mystery","Hungarian,Slovak","Hungary,Italy,Germany,France"
Violeta,Kovacsics,Spain,critics,"Amour fou, L'",1968,Jacques Rivette,L'Amour fou,N/A,252,"Drama,Romance",French,France
Violeta,Kovacsics,Spain,critics,Cat People,1943,Jacques Tourneur,Cat People,R,118,"Drama,Fantasy,Horror",English,USA
Violeta,Kovacsics,Spain,critics,"Enfant Secret, L'",1983,Philippe Garrel,L'Enfant Secret,N/A,92,Drama,French,France
Violeta,Kovacsics,Spain,critics,"Errand Boy, The",1961,Jerry Lewis,The Errand Boy,N/A,92,"Comedy,Family",English,USA
Violeta,Kovacsics,Spain,critics,Faces,1968,John Cassavetes,Faces,R,130,Drama,English,USA
Violeta,Kovacsics,Spain,critics,Johnny Guitar,1954,Nicholas Ray,Johnny Guitar,UNRATED,110,"Drama,Western",English,USA
Violeta,Kovacsics,Spain,critics,Persona,1966,Ingmar Bergman,Persona,NOT RATED,83,"Drama,Mystery","Swedish,English",Sweden
Violeta,Kovacsics,Spain,critics,Red River,1947,Howard Hawks/Arthur Rosson,Red River,APPROVED,133,"Action,Adventure,Romance","English,Spanish",USA
Violeta,Kovacsics,Spain,critics,Spione,1928,Fritz Lang,Spione,N/A,90,Comedy,Italian,Italy
Violeta,Kovacsics,Spain,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
Violet,Lucca,US,critics,L'Avventura,1960,Michelangelo Antonioni,L'Avventura,NOT RATED,143,"Drama,Mystery","Italian,English","Italy,France"
Violet,Lucca,US,critics,"Dupes, The",1972,Tawfik Saleh,The Dupes,N/A,107,Drama,Arabic,Syria
Violet,Lucca,US,critics,Entranced Earth,1967,Glauber Rocha,Entranced Earth,N/A,111,Drama,Portuguese,Brazil
Violet,Lucca,US,critics,"Headless Woman, The",2008,Lucrecia Martel,The Headless Woman,UNRATED,87,"Drama,Mystery,Thriller",Spanish,"Argentina,France,Italy,Spain"
Violet,Lucca,US,critics,I Only Want You To Love Me,1976,Rainer Werner Fassbinder,I Only Want You To Love Me,NOT RATED,104,Drama,German,West Germany
Violet,Lucca,US,critics,Lawrence of Arabia,1962,David Lean,Lawrence of Arabia,PG,216,"Adventure,Biography,Drama","English,Arabic,Turkish",UK
Violet,Lucca,US,critics,Memories of Underdevelopment,1968,Tomas Gutierrez Alea,Memories of Underdevelopment,N/A,97,Drama,"Spanish,English",Cuba
Violet,Lucca,US,critics,Playtime,1967,Jacques Tati,Playtime,NOT RATED,115,Comedy,"French,English,German","France,Italy"
Violet,Lucca,US,critics,Touki Bouki,1973,Djibril Diop Mambety,Touki Bouki,NOT RATED,85,Drama,"Wolof,Arabic,French",Senegal
Violet,Lucca,US,critics,Videodrome,1983,David Cronenberg,Videodrome,R,87,"Sci-Fi,Thriller",English,Canada
Vinzenz,Hediger,Germany,critics,"Aguirre, Wrath of God",1972,Werner Herzog,"Aguirre, the Wrath of God",NOT RATED,93,"Adventure,Drama,History","German,Quechua,Spanish",West Germany
Vinzenz,Hediger,Germany,critics,Beau Travail,1998,Claire Denis,Beau Travail,N/A,92,Drama,"French,Italian,Russian",France
Vinzenz,Hediger,Germany,critics,Close-Up,1989,Abbas Kiarostami,Close-Up,NOT RATED,98,Drama,"Persian,Azerbaijani",Iran
Vinzenz,Hediger,Germany,critics,"Leopard, The",1963,Luchino Visconti,The Leopard,PG,187,"Drama,History","Italian,Latin,French","Italy,France"
Vinzenz,Hediger,Germany,critics,"Music Room, The",1958,Satyajit Ray,The Music Room,NOT RATED,95,"Drama,Music",Bengali,India
Vinzenz,Hediger,Germany,critics,Night and Fog,1955,Alain Resnais,Night and Fog,NOT RATED,32,"Documentary,Short,History",French,France
Vinzenz,Hediger,Germany,critics,Sansho Dayu,1954,Mizoguchi Kenji,Sansho the Bailiff,NOT RATED,124,Drama,Japanese,Japan
Vinzenz,Hediger,Germany,critics,Singin' in the Rain,1951,Stanley Donen/Gene Kelly,Singin' in the Rain,APPROVED,103,"Comedy,Musical,Romance",English,USA
Vinzenz,Hediger,Germany,critics,Toss Me a Dime,1959,Fernando Birri,Toss Me a Dime,N/A,33,"Documentary,Short",Spanish,Argentina
Vinzenz,Hediger,Germany,critics,Unsere Afrikareise,1961,Peter Kubelka,Unsere Afrikareise,N/A,13,Short,German,Austria
Vigen,Galstyan,Australia/Armenia,critics,"Colour of Pomegranates, The",1968,Sergei Parajanov,The Colour of Pomegranates,N/A,75,Documentary,"English,Armenian",UK
Vigen,Galstyan,Australia/Armenia,critics,L'eclisse,1962,Michelangelo Antonioni,L'eclisse,NOT RATED,126,Drama,"Italian,English","Italy,France"
Vigen,Galstyan,Australia/Armenia,critics,Mirror,1974,Andrei Tarkovsky,Mirror,N/A,87,"Horror,Crime,Mystery",N/A,Hong Kong
Vigen,Galstyan,Australia/Armenia,critics,Mulholland Dr,2003,David Lynch,Mulholland Dr,N/A,88,"Drama,Mystery,Romance",English,USA
Vigen,Galstyan,Australia/Armenia,critics,Olympia,1938,Leni Riefenstahl,Olympia,N/A,76,N/A,English,USA
Vigen,Galstyan,Australia/Armenia,critics,Persona,1966,Ingmar Bergman,Persona,NOT RATED,83,"Drama,Mystery","Swedish,English",Sweden
Vigen,Galstyan,Australia/Armenia,critics,Pickpocket,1959,Robert Bresson,Pickpocket,NOT RATED,75,"Crime,Drama",French,France
Vigen,Galstyan,Australia/Armenia,critics,Rashomon,1950,Akira Kurosawa,Rashomon,UNRATED,88,"Crime,Drama,Mystery",Japanese,Japan
Vigen,Galstyan,Australia/Armenia,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
Vigen,Galstyan,Australia/Armenia,critics,Week End,1967,Jean-Luc Godard,Week End,N/A,11,"Documentary,Short",N/A,N/A
Victor,Calzada,Cuba,critics,Battleship Potemkin,1925,Sergei M Eisenstein,Battleship Potemkin,UNRATED,66,"History,War",Russian,Soviet Union
Victor,Calzada,Cuba,critics,"Black God, White Devil",1964,Glauber Rocha,"Black God, White Devil",N/A,120,"Adventure,Crime,Drama",Portuguese,Brazil
Victor,Calzada,Cuba,critics,Breathless,1960,Jean-Luc Godard,Breathless,UNRATED,90,"Crime,Drama,Romance","French,English",France
Victor,Calzada,Cuba,critics,"Clockwork Orange, A",1971,Stanley Kubrick,A Clockwork Orange,X,136,"Crime,Drama,Sci-Fi",English,"UK,USA"
Victor,Calzada,Cuba,critics,Greed,1925,Erich von Stroheim,Greed,NOT RATED,140,"Drama,Thriller",English,USA
Victor,Calzada,Cuba,critics,La Jetee,1962,Chris Marker,La Jetee,NOT RATED,28,"Short,Drama,Romance","French,German",France
Victor,Calzada,Cuba,critics,Ordet,1955,Carl Theodor Dreyer,Ordet,NOT RATED,126,"Drama,Fantasy",Danish,Denmark
Victor,Calzada,Cuba,critics,Rashomon,1950,Akira Kurosawa,Rashomon,UNRATED,88,"Crime,Drama,Mystery",Japanese,Japan
Victor,Calzada,Cuba,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
Victor,Calzada,Cuba,critics,Yeelen,1987,Souleymane Cisse,Brightness,N/A,105,"Drama,Fantasy","Bambara,Fulah","Mali,Burkina Faso,France,West Germany,Japan"
Vic,Pratt,UK,critics,"Aguirre, Wrath of God",1972,Werner Herzog,"Aguirre, the Wrath of God",NOT RATED,93,"Adventure,Drama,History","German,Quechua,Spanish",West Germany
Vic,Pratt,UK,critics,Ask a Policeman,1939,Marcel Varnel,Ask a Policeman,N/A,83,"Adventure,Comedy,Crime",English,UK
Vic,Pratt,UK,critics,"Devils, The",1971,Ken Russell,The Devils,X,111,"Drama,History","English,Latin",UK
Vic,Pratt,UK,critics,Helpmates,1931,James Parrott,Helpmates,PASSED,20,"Short,Comedy",English,USA
Vic,Pratt,UK,critics,It's a Gift,1934,Norman Z McLeod,It's a Gift,PASSED,68,Comedy,English,USA
Vic,Pratt,UK,critics,"Only Son, The",1936,Ozu Yasujiro,The Only Son,NOT RATED,87,Drama,Japanese,Japan
Vic,Pratt,UK,critics,Pink Flamingos,1972,John Waters,Pink Flamingos,NC-17,93,"Comedy,Crime,Horror",English,USA
Vic,Pratt,UK,critics,"Swimmer, The",1968,Frank Perry,The Swimmer,APPROVED,95,Drama,English,USA
Vic,Pratt,UK,critics,Two-Lane Blacktop,1971,Monte Hellman,Two-Lane Blacktop,R,102,Drama,English,USA
Vic,Pratt,UK,critics,White Zombie,1932,Victor Halperin,White Zombie,PASSED,69,Horror,English,USA
Verena,Lueken,Germany,critics,2001: A Space Odyssey,1968,Stanley Kubrick,2001: A Space Odyssey,G,160,"Mystery,Sci-Fi","English,Russian","USA,UK"
Verena,Lueken,Germany,critics,L'Avventura,1960,Michelangelo Antonioni,L'Avventura,NOT RATED,143,"Drama,Mystery","Italian,English","Italy,France"
Verena,Lueken,Germany,critics,"General, The",1926,Buster Keaton,The General,UNRATED,67,"Action,Adventure,Comedy",English,USA
Verena,Lueken,Germany,critics,Kagemusha,1980,Akira Kurosawa,Kagemusha,PG,162,"Drama,History,War",Japanese,"Japan,USA"
Verena,Lueken,Germany,critics,"Leopard, The",1963,Luchino Visconti,The Leopard,PG,187,"Drama,History","Italian,Latin,French","Italy,France"
Verena,Lueken,Germany,critics,Night and Fog,1955,Alain Resnais,Night and Fog,NOT RATED,32,"Documentary,Short,History",French,France
Verena,Lueken,Germany,critics,"Red Shoes, The",1948,Michael Powell/Emeric Pressburger,The Red Shoes,NOT RATED,133,"Drama,Music,Romance","English,French,Russian",UK
Verena,Lueken,Germany,critics,"Searchers, The",1956,John Ford,The Searchers,APPROVED,119,"Adventure,Drama,Western","English,Navajo,Spanish",USA
Verena,Lueken,Germany,critics,Some Like It Hot,1959,Billy Wilder,Some Like It Hot,NOT RATED,120,Comedy,English,USA
Verena,Lueken,Germany,critics,Tropical Malady,2004,Apichatpong Weerasethakul,Tropical Malady,NOT RATED,118,"Drama,Fantasy,Romance",Thai,"Thailand,France,Germany,Italy"
Venkateswaran,Narayanan,India,critics,Avatar,2009,James Cameron,Avatar,PG-13,162,"Action,Adventure,Fantasy","English,Spanish","USA,UK"
Venkateswaran,Narayanan,India,critics,Battleship Potemkin,1925,Sergei M Eisenstein,Battleship Potemkin,UNRATED,66,"History,War",Russian,Soviet Union
Venkateswaran,Narayanan,India,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
Venkateswaran,Narayanan,India,critics,"Godfather: Part I, The",1972,Francis Ford Coppola,The Godfather,R,175,"Crime,Drama","English,Italian,Latin",USA
Venkateswaran,Narayanan,India,critics,"Matrix, The",1999,Andy Wachowski/Lana Wachowski,The Matrix,R,136,"Action,Sci-Fi",English,"USA,Australia"
Venkateswaran,Narayanan,India,critics,Pather Panchali,1955,Satyajit Ray,Pather Panchali,NOT RATED,119,Drama,Bengali,India
Venkateswaran,Narayanan,India,critics,Rashomon,1950,Akira Kurosawa,Rashomon,UNRATED,88,"Crime,Drama,Mystery",Japanese,Japan
Venkateswaran,Narayanan,India,critics,La Regle du jeu,1939,Jean Renoir,La Regle du jeu,N/A,26,Documentary,French,France
Venkateswaran,Narayanan,India,critics,Seven Samurai,1954,Akira Kurosawa,Seven Samurai,UNRATED,207,Drama,Japanese,Japan
Venkateswaran,Narayanan,India,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
Veiko,Õunpuu,Estonia,critics,"Autumn Afternoon, An",1962,Ozu Yasujiro,An Autumn Afternoon,NOT RATED,112,Drama,Japanese,Japan
Veiko,Õunpuu,Estonia,critics,"Bohemian Life, The",1992,Aki Kaurismaki,La Vie de Boheme,NOT RATED,100,"Comedy,Drama",French,"France,Germany,Sweden,Finland"
Veiko,Õunpuu,Estonia,critics,Diary of a Country Priest,1951,Robert Bresson,Diary of a Country Priest,APPROVED,95,Drama,French,France
Veiko,Õunpuu,Estonia,critics,Even the Dwarves Started Small,1970,Werner Herzog,Even Dwarfs Started Small,NOT RATED,96,"Comedy,Drama",German,West Germany
Veiko,Õunpuu,Estonia,critics,Faces,1968,John Cassavetes,Faces,R,130,Drama,English,USA
Veiko,Õunpuu,Estonia,critics,Fear Eats the Soul,1974,Rainer Werner Fassbinder,Fear Eats the Soul,NOT RATED,94,Drama,"German,Arabic",West Germany
Veiko,Õunpuu,Estonia,critics,Medea,1970,Pier Paolo Pasolini,Medea,N/A,110,"Drama,Fantasy",Italian,"Italy,France,West Germany"
Veiko,Õunpuu,Estonia,critics,"olvidados, Los",1950,Luis Bunuel,Los olvidados,NOT RATED,80,"Crime,Drama",Spanish,Mexico
Veiko,Õunpuu,Estonia,critics,Solaris,1972,Andrei Tarkovsky,Solaris,PG-13,99,"Drama,Mystery,Romance",English,USA
Veiko,Õunpuu,Estonia,critics,Stranger than Paradise,1982,Jim Jarmusch,Stranger than Paradise,R,89,"Comedy,Drama","English,Hungarian","USA,West Germany"
Van,Papadopoulos,US/Greece,critics,Barton Fink,1991,Joel & Ethan Coen,Barton Fink,R,116,"Drama,Mystery",English,"USA,UK"
Van,Papadopoulos,US/Greece,critics,Blade Runner,1982,Ridley Scott,Blade Runner,R,117,"Sci-Fi,Thriller","English,German,Cantonese,Japanese,Hungarian","USA,Hong Kong,UK"
Van,Papadopoulos,US/Greece,critics,Breaking the Waves,1996,Lars von Trier,Breaking the Waves,R,159,"Drama,Romance",English,"Denmark,Sweden,France,Netherlands,Norway,Iceland,Spain"
Van,Papadopoulos,US/Greece,critics,Chungking Express,1994,Wong Kar Wai,Chungking Express,PG-13,98,"Drama,Mystery,Romance","Cantonese,English,Japanese,Hindi,Mandarin",Hong Kong
Van,Papadopoulos,US/Greece,critics,"Diaboliques, Les",1955,Henri-Georges Clouzot,Diaboliques,UNKNOWN,UNKNOWN,"U,N,K,N,O,W,N","U,N,K,N,O,W,N","U,N,K,N,O,W,N"
Van,Papadopoulos,US/Greece,critics,"Guns, The",1964,Ruy Guerra,The Guns,N/A,80,Drama,Portuguese,"Brazil,Argentina"
Van,Papadopoulos,US/Greece,critics,Summer with Monika,1955,Ingmar Bergman,Summer with Monika,R,96,"Drama,Romance",Swedish,Sweden
Van,Papadopoulos,US/Greece,critics,Sunrise,1927,F. W. Murnau,Sunrise,NOT RATED,94,"Drama,Romance",N/A,USA
Van,Papadopoulos,US/Greece,critics,"Thin Blue Line, The",1989,Errol Morris,The Thin Blue Line,NOT RATED,103,"Documentary,Crime,Mystery",English,USA
Van,Papadopoulos,US/Greece,critics,"World of Apu, The",1958,Satyajit Ray,The World of Apu,N/A,105,Drama,Bengali,India
Vadim,Rizov,US,critics,Anthem,2006,Apichatpong Weerasethakul,The Anthem,N/A,6,Short,Thai,Thailand
Vadim,Rizov,US,critics,Close Encounters of the Third Kind,1977,Steven Spielberg,Close Encounters of the Third Kind,PG,137,"Drama,Sci-Fi","English,French,Spanish,Hindi",USA
Vadim,Rizov,US,critics,Dazed and Confused,1993,Richard Linklater,Dazed and Confused,R,102,Comedy,English,USA
Vadim,Rizov,US,critics,In the City of Sylvia,2007,Jose Luis Guerin,In the City of Sylvia,N/A,84,Drama,"French,Spanish","Spain,France"
Vadim,Rizov,US,critics,"Matter of Life and Death, A",1946,Michael Powell/Emeric Pressburger,A Matter of Life and Death,N/A,180,Thriller,Swedish,Sweden
Vadim,Rizov,US,critics,"One and a Two, A",1999,Edward Yang,Yi yi,NOT RATED,173,"Drama,Music,Romance","Mandarin,Min Nan,Hokkien,English,Japanese","Taiwan,Japan"
Vadim,Rizov,US,critics,Il Posto,1961,Ermanno Olmi,Il Posto,NOT RATED,93,Drama,Italian,Italy
Vadim,Rizov,US,critics,Satantango,1994,Bela Tarr,Satantango,N/A,450,"Comedy,Drama",Hungarian,"Hungary,Germany,Switzerland"
Vadim,Rizov,US,critics,"Wedding Suit, The",1976,Abbas Kiarostami,Lebassi Baraye Arossi,N/A,54,Drama,Persian,Iran
Vadim,Rizov,US,critics,Zodiac,2007,David Fincher,Zodiac,R,157,"Crime,Drama,Mystery",English,USA
V.F.,Perkins,UK,critics,Anatomy of a Murder,1959,Otto Preminger,Anatomy of a Murder,UNRATED,160,"Crime,Drama,Mystery",English,USA
V.F.,Perkins,UK,critics,Bringing Up Baby,1938,Howard Hawks,Bringing Up Baby,APPROVED,102,"Comedy,Romance",English,USA
V.F.,Perkins,UK,critics,Chimes at Midnight,1966,Orson Welles,Chimes at Midnight,N/A,115,"Comedy,Drama,History",English,"France,Spain,Switzerland"
V.F.,Perkins,UK,critics,Late Spring,1949,Ozu Yasujiro,Late Spring,NOT RATED,108,Drama,Japanese,Japan
V.F.,Perkins,UK,critics,"Lusty Men, The",1952,Nicholas Ray,The Lusty Men,N/A,113,"Action,Drama,Western",English,USA
V.F.,Perkins,UK,critics,North by Northwest,1959,Alfred Hitchcock,North by Northwest,APPROVED,136,"Adventure,Mystery,Thriller",English,USA
V.F.,Perkins,UK,critics,"Plaisir, Le",1951,Max Ophuls,Le Plaisir,NOT RATED,97,"Comedy,Drama",French,France
V.F.,Perkins,UK,critics,La Regle du jeu,1939,Jean Renoir,La Regle du jeu,N/A,26,Documentary,French,France
V.F.,Perkins,UK,critics,Sansho Dayu,1954,Mizoguchi Kenji,Sansho the Bailiff,NOT RATED,124,Drama,Japanese,Japan
V.F.,Perkins,UK,critics,To Be or Not To Be,1942,Ernst Lubitsch,To Be or Not To Be,PASSED,99,"Comedy,War","English,German",USA
Uri,Klein,Israel,critics,L'Avventura,1960,Michelangelo Antonioni,L'Avventura,NOT RATED,143,"Drama,Mystery","Italian,English","Italy,France"
Uri,Klein,Israel,critics,"Birds, The",1963,Alfred Hitchcock,The Birds,PG-13,119,Horror,English,USA
Uri,Klein,Israel,critics,Imitation of Life,1959,Douglas Sirk,Imitation of Life,NOT RATED,125,"Drama,Romance",English,USA
Uri,Klein,Israel,critics,North by Northwest,1959,Alfred Hitchcock,North by Northwest,APPROVED,136,"Adventure,Mystery,Thriller",English,USA
Uri,Klein,Israel,critics,Rio Bravo,1958,Howard Hawks,Rio Bravo,NOT RATED,141,"Drama,Music,Romance","English,Spanish",USA
Uri,Klein,Israel,critics,"Searchers, The",1956,John Ford,The Searchers,APPROVED,119,"Adventure,Drama,Western","English,Navajo,Spanish",USA
Uri,Klein,Israel,critics,Shoah,1985,Claude Lanzmann,Shoah,NOT RATED,566,"Documentary,History,War","English,German,Hebrew,Polish,Yiddish,French",France
Uri,Klein,Israel,critics,Singin' in the Rain,1951,Stanley Donen/Gene Kelly,Singin' in the Rain,APPROVED,103,"Comedy,Musical,Romance",English,USA
Uri,Klein,Israel,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
Uri,Klein,Israel,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
Un-Seong,Yoo,Korea,critics,"Awful Truth, The",1937,Leo McCarey,The Awful Truth,NOT RATED,91,"Comedy,Romance","English,French,Italian",USA
Un-Seong,Yoo,Korea,critics,Broken Blossoms,1919,D.W. Griffith,Broken Blossoms,N/A,84,Drama,English,UK
Un-Seong,Yoo,Korea,critics,Gertrud,1964,Carl Theodor Dreyer,Gertrud,NOT RATED,116,Drama,Danish,Denmark
Un-Seong,Yoo,Korea,critics,In Vanda's Room,2000,Pedro Costa,In Vanda's Room,NOT RATED,170,Drama,Portuguese,"Portugal,Germany,Switzerland"
Un-Seong,Yoo,Korea,critics,India: Matri Bhumi,1959,Roberto Rossellini,India: Matri Bhumi,N/A,90,"Documentary,Drama",Italian,"Italy,France"
Un-Seong,Yoo,Korea,critics,"River Called Titas, A",1973,Ritwik Ghatak,A River Called Titas,NOT RATED,159,"Drama,Family",Bengali,"India,Bangladesh"
Un-Seong,Yoo,Korea,critics,"River, The",1951,Jean Renoir,The River,TV-14,44,"Action,Adventure,Fantasy",English,USA
Un-Seong,Yoo,Korea,critics,"Story of the Late Chrysanthemums, The",1939,Mizoguchi Kenji,Zangiku monogatari,N/A,148,Drama,Japanese,Japan
