fName,lName,country,poll,selectionName,selectionYear,selectionDirector,newName,rating,runtime,genre,language,country
Ally,Derks,Netherlands,critics,Grizzly Man,2005,Werner Herzog,Grizzly Man,R,103,"Documentary,Biography",English,USA
Ally,Derks,Netherlands,critics,Hoop Dreams,1994,Steve James,Hoop Dreams,PG-13,170,"Documentary,Drama,Sport",English,USA
Ally,Derks,Netherlands,critics,"Loss Is To Be Expected, A",1992,Ulrich Seidl,Loss Is to Be Expected,N/A,118,Documentary,"German,Czech",Austria
Ali,Smith,UK,critics,Blackmail,1929,Alfred Hitchcock,Blackmail,N/A,85,"Crime,Thriller",English,UK
Ali,Smith,UK,critics,Celine and Julie Go Boating,1974,Jacques Rivette,Celine and Julie Go Boating,UNRATED,193,"Comedy,Drama,Fantasy",French,France
Ali,Smith,UK,critics,"Circus, The",1928,Charles Chaplin,The Circus,UNRATED,71,"Comedy,Romance",N/A,USA
Ali,Smith,UK,critics,Madchen in Uniform,1931,Leontine Sagan/Carl Froelich,Madchen in Uniform,PASSED,87,"Drama,Romance",German,Germany
Ali,Smith,UK,critics,Meet Me In St. Louis,1944,Vincente Minnelli,Meet Me In St. Louis,APPROVED,113,"Comedy,Drama,Family",English,USA
Ali,Smith,UK,critics,My Childhood,1972,Bill Douglas,My Childhood,N/A,46,"Biography,Drama","Scots,German",UK
Ali,Smith,UK,critics,Napoleon,1927,Abel Gance,Napoleon,N/A,240,"Biography,Drama,History",N/A,France
Ali,Smith,UK,critics,Nights of Cabiria,1957,Federico Fellini,Nights of Cabiria,NOT RATED,110,Drama,Italian,"Italy,France"
Ali,Smith,UK,critics,Pandora's Box,1928,G W Pabst,Pandora's Box,NOT RATED,109,"Crime,Drama,Romance",German,Germany
Ali,Smith,UK,critics,Tout est Pardonne,2007,Mia Hansen-Love,Tout est Pardonne,N/A,105,Drama,"French,German",France
Alfonso,Cuaresma,Spain,critics,Celine and Julie Go Boating,1974,Jacques Rivette,Celine and Julie Go Boating,UNRATED,193,"Comedy,Drama,Fantasy",French,France
Alfonso,Cuaresma,Spain,critics,"Colour of Pomegranates, The",1968,Sergei Parajanov,The Colour of Pomegranates,N/A,75,Documentary,"English,Armenian",UK
Alfonso,Cuaresma,Spain,critics,Come and Go,2003,Joao Cesar Monteiro,Come and Go,N/A,179,"Comedy,Drama","Portuguese,Ukrainian,Spanish,Latin,Greek","Portugal,France"
Alfonso,Cuaresma,Spain,critics,"Femmes, Femmes",1974,Paul Vecchiali,"Femmes, Femmes",N/A,UNKNOWN,N/A,French,France
Alfonso,Cuaresma,Spain,critics,"Great Madcap, The",1949,Luis Bunuel,The Great Madcap,N/A,92,Comedy,Spanish,Mexico
Alfonso,Cuaresma,Spain,critics,Histoire(s) du cinema,1997,Jean-Luc Godard,Histoire(s) du cinema: Seul le cinema,N/A,26,"Documentary,Short",French,"Switzerland,France"
Alfonso,Cuaresma,Spain,critics,Journey to Italy,1954,Roberto Rossellini,Journey to Italy,NOT RATED,97,"Drama,Romance","English,Italian","Italy,France"
Alfonso,Cuaresma,Spain,critics,La Maman et la putain,1973,Jean Eustache,The Mother and the Whore,N/A,210,"Drama,Romance",French,France
Alfonso,Cuaresma,Spain,critics,Portrait of Madame Yuki,1950,Mizoguchi Kenji,Portrait of Madame Yuki,N/A,88,Drama,Japanese,Japan
Alfonso,Cuaresma,Spain,critics,Shoah,1985,Claude Lanzmann,Shoah,NOT RATED,566,"Documentary,History,War","English,German,Hebrew,Polish,Yiddish,French",France
Alfonso,Cordon,Spain,critics,"Age d'Or, L'",1930,Luis Bunuel,L'Age d'Or,N/A,63,"Comedy,Drama",French,France
Alfonso,Cordon,Spain,critics,Aguaespejo granadino,1955,Jose Val del Omar,Aguaespejo granadino,N/A,21,"Documentary,Short",N/A,Spain
Alfonso,Cordon,Spain,critics,El grito del sur. Casas Viejas,,Basilio Martin Patino,El grito del sur. Casas Viejas,UNKNOWN,UNKNOWN,"U,N,K,N,O,W,N","U,N,K,N,O,W,N","U,N,K,N,O,W,N"
Alfonso,Cordon,Spain,critics,Here and Elsewhere,1975,Jean-Luc Godard/Jean-Pierre Gorin/Groupe Dziga Vertov7Anne-Marie Mieville,Here and Elsewhere,N/A,53,"Documentary,War","French,Arabic,German",France
Alfonso,Cordon,Spain,critics,Kid Auto Races At Venice,1914,Charles Chaplin,Kid Auto Races At Venice,N/A,11,"Short,Comedy",English,USA
Alfonso,Cordon,Spain,critics,"Man Who Lies, The",1968,Alain Robbe-Grillet,The Man Who Lies,N/A,95,"Drama,War",French,"France,Italy,Czechoslovakia"
Alfonso,Cordon,Spain,critics,Memory of the Camps,1945,Alfred Hitchcock,Memory of the Camps,N/A,70,Documentary,English,UK
Alfonso,Cordon,Spain,critics,Moses and Aaron,1974,Jean-Marie Straub/Daniele Huillet,Moses and Aaron,NOT RATED,107,"Music,Drama",German,"Austria,France,West Germany,Italy"
Alfonso,Cordon,Spain,critics,Numero zero,2003,Jean Eustache,Numero zero,N/A,107,Documentary,French,France
Alfonso,Cordon,Spain,critics,One-Sixth of the World,1926,Dziga Vertov,One-Sixth of the World,N/A,65,Documentary,N/A,Soviet Union
Alexey,Medvedev,Russia,critics,81/2,1963,Federico Fellini,8 1/2,N/A,UNKNOWN,Crime,N/A,N/A
Alexey,Medvedev,Russia,critics,"Age d'Or, L'",1930,Luis Bunuel,L'Age d'Or,N/A,63,"Comedy,Drama",French,France
Alexey,Medvedev,Russia,critics,Andrei Rublev,1966,Andrei Tarkovsky,Andrei Rublev,NOT RATED,205,"Biography,Drama,History","Russian,Italian,Tatar",Soviet Union
Alexey,Medvedev,Russia,critics,Closely Observed Trains,1966,Jiři Menzel,Closely Watched Trains,NOT RATED,93,"Comedy,Drama,War","Czech,German",Czechoslovakia
Alexey,Medvedev,Russia,critics,"Death of Mr Lazarescu, The",2005,Cristi Puiu,The Death of Mr Lazarescu,R,150,"Comedy,Drama",Romanian,Romania
Alexey,Medvedev,Russia,critics,"Magnificent Ambersons, The",1942,Orson Welles,The Magnificent Ambersons,APPROVED,88,"Drama,Romance",English,USA
Alexey,Medvedev,Russia,critics,Metropolis,1927,Fritz Lang,Metropolis,NOT RATED,153,"Drama,Sci-Fi",German,Germany
Alexey,Medvedev,Russia,critics,Pulp Fiction,1994,Quentin Tarantino,Pulp Fiction,R,154,"Crime,Drama","English,Spanish,French",USA
Alexey,Medvedev,Russia,critics,Red Sorghum,1987,Zhang Yimou,Red Sorghum,N/A,91,"Drama,Romance,War","Mandarin,Japanese",China
Alexey,Medvedev,Russia,critics,Spellbound,1945,Alfred Hitchcock,Spellbound,UNRATED,111,"Film-Noir,Mystery,Romance",English,USA
Alexander,Jacoby,UK,critics,Blind Chance,1981,Krzysztof Kieslowski,Blind Chance,N/A,114,Drama,Polish,Poland
Alexander,Jacoby,UK,critics,"Canterbury Tale, A",1944,Michael Powell/Emeric Pressburger,A Canterbury Tale,NOT RATED,95,"Comedy,Drama,Mystery",English,UK
Alexander,Jacoby,UK,critics,Home from the Hill,1959,Vincente Minnelli,Home from the Hill,APPROVED,150,"Drama,Romance",English,USA
Alexander,Jacoby,UK,critics,It's a Wonderful Life,1947,Frank Capra,It's a Wonderful Life,APPROVED,130,"Drama,Family,Fantasy",English,USA
Alexander,Jacoby,UK,critics,Kind Hearts and Coronets,1949,Robert Hamer,Kind Hearts and Coronets,NOT RATED,106,"Comedy,Crime",English,UK
Alexander,Jacoby,UK,critics,"Man Escaped, A",1956,Robert Bresson,A Man Escaped,NOT RATED,99,"Drama,Thriller,War","French,German",France
Alexander,Jacoby,UK,critics,Ordet,1955,Carl Theodor Dreyer,Ordet,NOT RATED,126,"Drama,Fantasy",Danish,Denmark
Alexander,Jacoby,UK,critics,"Plaisir, Le",1951,Max Ophuls,Le Plaisir,NOT RATED,97,"Comedy,Drama",French,France
Alexander,Jacoby,UK,critics,La Regle du jeu,1939,Jean Renoir,La Regle du jeu,N/A,26,Documentary,French,France
Alexander,Jacoby,UK,critics,Sansho Dayu,1954,Mizoguchi Kenji,Sansho the Bailiff,NOT RATED,124,Drama,Japanese,Japan
Alexander,Horwath,Austria,critics,"Cloud-Capped Star, The",1960,Ritwik Ghatak,The Cloud-Capped Star,N/A,126,"Drama,Musical",Bengali,India
Alexander,Horwath,Austria,critics,I am Twenty,1963,Marlen Khutsiyev,I am Twenty,N/A,189,Drama,Russian,Soviet Union
Alexander,Horwath,Austria,critics,Late Spring,1949,Ozu Yasujiro,Late Spring,NOT RATED,108,Drama,Japanese,Japan
Alexander,Horwath,Austria,critics,Line Describing a Cone,1973,Anthony McCall,Line Describing a Cone,N/A,30,Short,N/A,UK
Alexander,Horwath,Austria,critics,Man with a Movie Camera,1929,Dziga Vertov,Man with a Movie Camera,NOT RATED,68,Documentary,N/A,Soviet Union
Alexander,Horwath,Austria,critics,Reisender Krieger,1981,Christian Schocher,Reisender Krieger,N/A,195,N/A,German,Switzerland
Alexander,Horwath,Austria,critics,Schwechater,1958,Peter Kubelka,Schwechater,N/A,1,Short,N/A,Austria
Alexander,Horwath,Austria,critics,Singin' in the Rain,1951,Stanley Donen/Gene Kelly,Singin' in the Rain,APPROVED,103,"Comedy,Musical,Romance",English,USA
Alejandro,Calvo,Spain,critics,Aguaespejo granadino,1955,Jose Val del Omar,Aguaespejo granadino,N/A,21,"Documentary,Short",N/A,Spain
Alejandro,Calvo,Spain,critics,"Dr Mabuse, The Gambler",1922,Fritz Lang,"Dr Mabuse, The Gambler",NOT RATED,242,"Crime,Mystery,Thriller",German,Germany
Alejandro,Calvo,Spain,critics,"enfants du paradis, Les",1945,Marcel Carne,Children of Paradise,APPROVED,190,"Drama,Romance",French,France
Alejandro,Calvo,Spain,critics,"Godfather: Part II, The",1974,Francis Ford Coppola,The Godfather: Part II,R,200,"Crime,Drama","English,Italian,Spanish,Latin,Sicilian",USA
Alejandro,Calvo,Spain,critics,Last Year At Marienbad,1961,Alain Resnais,Last Year At Marienbad,NOT RATED,94,Drama,French,"France,Italy"
Alejandro,Calvo,Spain,critics,"Man Who Shot Liberty Valance, The",1962,John Ford,The Man Who Shot Liberty Valance,APPROVED,123,"Drama,Western",English,USA
Alejandro,Calvo,Spain,critics,Sawdust and Tinsel,1962,Ingmar Bergman,Sawdust and Tinsel,NOT RATED,93,Drama,Swedish,Sweden
Alejandro,Calvo,Spain,critics,"Thing, The",1982,John Carpenter,The Thing,R,109,"Horror,Sci-Fi","English,Norwegian",USA
Alejandro,Calvo,Spain,critics,Two Lovers,2008,James Gray,Two Lovers,R,110,"Drama,Romance",English,"USA,France"
Alejandro,Calvo,Spain,critics,Ugetsu Monogatari,1953,Mizoguchi Kenji,Ugetsu,APPROVED,96,"Drama,Fantasy,Mystery",Japanese,Japan
Alby,James,UK/Africa,critics,2001: A Space Odyssey,1968,Stanley Kubrick,2001: A Space Odyssey,G,160,"Mystery,Sci-Fi","English,Russian","USA,UK"
Alby,James,UK/Africa,critics,Battleship Potemkin,1925,Sergei M Eisenstein,Battleship Potemkin,UNRATED,66,"History,War",Russian,Soviet Union
Alby,James,UK/Africa,critics,"Bicycle Thieves, The",1948,Vittorio de Sica,Bicycle Thieves,NOT RATED,93,Drama,Italian,Italy
Alby,James,UK/Africa,critics,Breathless,1960,Jean-Luc Godard,Breathless,UNRATED,90,"Crime,Drama,Romance","French,English",France
Alby,James,UK/Africa,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
Alby,James,UK/Africa,critics,Playtime,1967,Jacques Tati,Playtime,NOT RATED,115,Comedy,"French,English,German","France,Italy"
Alby,James,UK/Africa,critics,Precious,2008,Lee Daniels,Precious,R,110,Drama,"English,Italian",USA
Alby,James,UK/Africa,critics,La Regle du jeu,1939,Jean Renoir,La Regle du jeu,N/A,26,Documentary,French,France
Alby,James,UK/Africa,critics,"Separation, A",2011,Asghar Farhadi,A Separation,PG-13,123,Drama,Persian,Iran
Alby,James,UK/Africa,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
Alberto,Pezzotta,Italy,critics,2001: A Space Odyssey,1968,Stanley Kubrick,2001: A Space Odyssey,G,160,"Mystery,Sci-Fi","English,Russian","USA,UK"
Alberto,Pezzotta,Italy,critics,Century of Birthing,,Lav Diaz,Century of Birthing,N/A,360,Drama,"Filipino,Tagalog",Philippines
Alberto,Pezzotta,Italy,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
Alberto,Pezzotta,Italy,critics,"dolce vita, La",1960,Federico Fellini,La dolce vita,NOT RATED,174,"Comedy,Drama","Italian,English,French,German","Italy,France"
Alberto,Pezzotta,Italy,critics,"Gospel According to St Matthew, The",1964,Pier Paolo Pasolini,The Gospel According to St Matthew,N/A,137,"Biography,Drama,History",Italian,"Italy,France"
Alberto,Pezzotta,Italy,critics,I Knew Her Well,1965,Antonio Pietrangeli,I Knew Her Well,N/A,99,Drama,Italian,"Italy,West Germany,France"
Alberto,Pezzotta,Italy,critics,"Pont du Nord, Le",1982,Jacques Rivette,Le Pont du Nord,NOT RATED,129,"Comedy,Fantasy,Mystery",French,France
Alberto,Pezzotta,Italy,critics,Renaissance,1963,Walerian Borowczyk,Renaissance,R,105,"Animation,Action,Sci-Fi","English,French","France,UK,Luxembourg"
Alberto,Pezzotta,Italy,critics,Stromboli,1950,Roberto Rossellini,Stromboli,NOT RATED,81,Drama,"Italian,English,Spanish,German,French","Italy,USA"
Alberto,Pezzotta,Italy,critics,"Touch of Zen, A",1969,King Hu,A Touch of Zen,N/A,200,Adventure,Mandarin,Taiwan
Alan,Tasciyan,Turkey,critics,Andrei Rublev,1966,Andrei Tarkovsky,Andrei Rublev,NOT RATED,205,"Biography,Drama,History","Russian,Italian,Tatar",Soviet Union
Alan,Tasciyan,Turkey,critics,Baraka,1992,Ron Fricke,Baraka,NOT RATED,96,"Documentary,War",N/A,USA
Alan,Tasciyan,Turkey,critics,"Colour of Pomegranates, The",1968,Sergei Parajanov,The Colour of Pomegranates,N/A,75,Documentary,"English,Armenian",UK
Alan,Tasciyan,Turkey,critics,Csontvary,1979,Zoltan Huszarik,Csontvary,N/A,112,Drama,"Hungarian,German,Italian,Arabic",Hungary
Alan,Tasciyan,Turkey,critics,L'eclisse,1962,Michelangelo Antonioni,L'eclisse,NOT RATED,126,Drama,"Italian,English","Italy,France"
Alan,Tasciyan,Turkey,critics,Hiroshima Mon Amour,1959,Alain Resnais,Hiroshima Mon Amour,NOT RATED,90,"Drama,Romance","French,Japanese,English","France,Japan"
Alan,Tasciyan,Turkey,critics,Man with a Movie Camera,1929,Dziga Vertov,Man with a Movie Camera,NOT RATED,68,Documentary,N/A,Soviet Union
Alan,Tasciyan,Turkey,critics,Metropolis,1927,Fritz Lang,Metropolis,NOT RATED,153,"Drama,Sci-Fi",German,Germany
Alan,Tasciyan,Turkey,critics,Modern Times,1936,Charles Chaplin,Modern Times,G,87,"Comedy,Drama",English,USA
Alan,Tasciyan,Turkey,critics,"Travelling Players, The",1975,Theodoros Angelopoulos,The Travelling Players,N/A,230,"Drama,History,War",Greek,Greece
Alan,Pauls,Argentina,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
Alan,Pauls,Argentina,critics,L'eclisse,1962,Michelangelo Antonioni,L'eclisse,NOT RATED,126,Drama,"Italian,English","Italy,France"
Alan,Pauls,Argentina,critics,Full Moon in Paris,1984,Eric Rohmer,Full Moon in Paris,R,102,"Drama,Romance",French,France
Alan,Pauls,Argentina,critics,Hitler: A Film from Germany,1977,Hans Jurgen Syberberg,Hitler: A Film from Germany,N/A,442,"Biography,Drama,History","German,English,French,Russian","West Germany,France,UK"
Alan,Pauls,Argentina,critics,Love Streams,1984,John Cassavetes,Love Streams,PG-13,141,"Comedy,Drama",English,USA
Alan,Pauls,Argentina,critics,La Maman et la putain,1973,Jean Eustache,The Mother and the Whore,N/A,210,"Drama,Romance",French,France
Alan,Pauls,Argentina,critics,Prenom: Carmen,1983,Jean-Luc Godard,First Name: Carmen,N/A,85,"Comedy,Crime,Drama",French,France
Alan,Pauls,Argentina,critics,Rocco and his Brothers,1960,Luchino Visconti,Rocco and his Brothers,APPROVED,180,"Crime,Drama,Sport",Italian,"Italy,France"
Alan,Pauls,Argentina,critics,"Sacrifice, The",1986,Andrei Tarkovsky,The Sacrifice,PG,142,Drama,"Swedish,French,English","Sweden,UK,France"
Alan,Pauls,Argentina,critics,Stromboli,1950,Roberto Rossellini,Stromboli,NOT RATED,81,Drama,"Italian,English,Spanish,German,French","Italy,USA"
Alan,Jones,UK,critics,2001: A Space Odyssey,1968,Stanley Kubrick,2001: A Space Odyssey,G,160,"Mystery,Sci-Fi","English,Russian","USA,UK"
Alan,Jones,UK,critics,Belle de Jour,1967,Luis Bunuel,Belle de Jour,APPROVED,101,Drama,"French,Spanish,Mongolian","France,Italy"
Alan,Jones,UK,critics,Beyond the Valley of the Dolls,1970,Russ Meyer,Beyond the Valley of the Dolls,X,109,"Comedy,Music",English,USA
Alan,Jones,UK,critics,Far From Heaven,2002,Todd Haynes,Far From Heaven,PG-13,107,Drama,English,"USA,France"
Alan,Jones,UK,critics,Goldfinger,1964,Guy Hamilton,Goldfinger,APPROVED,110,"Action,Adventure,Thriller","English,Chinese,Spanish",UK
Alan,Jones,UK,critics,Nashville,1975,Robert Altman,Nashville,R,159,"Drama,Music",English,USA
Alan,Jones,UK,critics,Once Upon a Time in the West,1968,Sergio Leone,Once Upon a Time in the West,PG-13,175,Western,"English,Spanish,Italian","Italy,USA,Spain"
Alan,Jones,UK,critics,Psycho,1960,Alfred Hitchcock,Psycho,R,109,"Horror,Mystery,Thriller",English,USA
Alan,Jones,UK,critics,Some Like It Hot,1959,Billy Wilder,Some Like It Hot,NOT RATED,120,Comedy,English,USA
Alan,Jones,UK,critics,"Umbrellas of Cherbourg, The",1964,Jacques Demy,The Umbrellas of Cherbourg,UNRATED,91,"Drama,Musical,Romance",French,"France,West Germany"
Akira,Tochigi,Japan,critics,Cops,1922,Buster Keaton,Cops,UNRATED,22,"Short,Comedy,Family",English,USA
Akira,Tochigi,Japan,critics,Diamonds of the Night,1964,Jan Nemec,Diamonds of the Night,N/A,63,"Drama,War","German,Czech",Czechoslovakia
Akira,Tochigi,Japan,critics,"Discreet Charm of the Bourgeoisie, The",1972,Luis Bunuel,The Discreet Charm of the Bourgeoisie,PG,102,"Comedy,Drama,Fantasy","French,Spanish",France
Akira,Tochigi,Japan,critics,Esther,1986,Amos Gitai,Esther,N/A,90,"Biography,Crime,Drama","Italian,English","Italy,Germany,USA"
Akira,Tochigi,Japan,critics,"Flicker, The",1966,Tony Conrad,The Flicker,N/A,30,Short,N/A,USA
Akira,Tochigi,Japan,critics,Guns of the Trees,1961,Jonas Mekas,Guns of the Trees,N/A,85,Drama,English,USA
Akira,Tochigi,Japan,critics,History Lessons,1972,Jean-Marie Straub/Daniele Huillet,History Lessons,N/A,65,"Documentary,Adult,History",English,USA
Akira,Tochigi,Japan,critics,"Lady from Shanghai, The",1947,Orson Welles,The Lady from Shanghai,NOT RATED,87,"Crime,Drama,Film-Noir","English,Cantonese",USA
Akira,Tochigi,Japan,critics,Side/Walk/Shuttle,,Ernie Gehr,Side/Walk/Shuttle,N/A,41,Short,N/A,USA
Akira,Tochigi,Japan,critics,Toute la memoire du monde,,Alain Resnais,Toute la memoire du monde,N/A,21,"Documentary,Short",French,France
Ain-Ling,Wong,Hong Kong,critics,L'Atalante,1934,Jean Vigo,L'Atalante,NOT RATED,89,"Drama,Romance","French,Russian",France
Ain-Ling,Wong,Hong Kong,critics,L'Avventura,1960,Michelangelo Antonioni,L'Avventura,NOT RATED,143,"Drama,Mystery","Italian,English","Italy,France"
Ain-Ling,Wong,Hong Kong,critics,"Brighter Summer Day, A",1991,Edward Yang,A Brighter Summer Day,N/A,237,"Crime,Drama,Romance","Mandarin,Min Nan,Shanghainese",Taiwan
Ain-Ling,Wong,Hong Kong,critics,Charulata,1964,Satyajit Ray,Charulata,NOT RATED,117,"Drama,Romance","Bengali,English",India
Ain-Ling,Wong,Hong Kong,critics,Faces,1968,John Cassavetes,Faces,R,130,Drama,English,USA
Ain-Ling,Wong,Hong Kong,critics,French Cancan,1955,Jean Renoir,French Cancan,NOT RATED,102,"Comedy,Musical,Drama",French,"France,Italy"
Ain-Ling,Wong,Hong Kong,critics,Late Spring,1949,Ozu Yasujiro,Late Spring,NOT RATED,108,Drama,Japanese,Japan
Ain-Ling,Wong,Hong Kong,critics,"Puppetmaster, The",1993,Hsiao-hsien Hou,The Puppetmaster,N/A,142,"Biography,Drama,War","Mandarin,Min Nan,Japanese",Taiwan
Ain-Ling,Wong,Hong Kong,critics,Spring in a Small Town,1948,Fei Mu,Spring in a Small Town,N/A,98,"Drama,Romance",Mandarin,China
Ain-Ling,Wong,Hong Kong,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
Agnes,Devictor,Iran,critics,"400 Blows, The",1959,Francois Truffaut,The 400 Blows,NOT RATED,99,"Crime,Drama","French,English",France
Agnes,Devictor,Iran,critics,Close-Up,1989,Abbas Kiarostami,Close-Up,NOT RATED,98,Drama,"Persian,Azerbaijani",Iran
Agnes,Devictor,Iran,critics,Divine Intervention,2002,Elia Suleiman,Divine Intervention,N/A,92,"Drama,Romance,War","Arabic,Hebrew,English","France,Morocco,Germany,Palestine"
Agnes,Devictor,Iran,critics,"Gospel According to St Matthew, The",1964,Pier Paolo Pasolini,The Gospel According to St Matthew,N/A,137,"Biography,Drama,History",Italian,"Italy,France"
Agnes,Devictor,Iran,critics,Ivan's Childhood,1962,Andrei Tarkovsky,Ivan's Childhood,NOT RATED,84,"Drama,War","Russian,German",Soviet Union
Agnes,Devictor,Iran,critics,"mepris, Le",1963,Jean-Luc Godard,Contempt,NOT RATED,102,Drama,"French,English,German,Italian","France,Italy"
Agnes,Devictor,Iran,critics,Some Like It Hot,1959,Billy Wilder,Some Like It Hot,NOT RATED,120,Comedy,English,USA
Agnes,Devictor,Iran,critics,"Steamboat Bill, Jr.",1928,Buster Keaton,"Steamboat Bill, Jr.",NOT RATED,70,"Action,Comedy,Drama",English,USA
Agnes,Devictor,Iran,critics,Touki Bouki,1973,Djibril Diop Mambety,Touki Bouki,NOT RATED,85,Drama,"Wolof,Arabic,French",Senegal
Agnes,Devictor,Iran,critics,Tropical Malady,2004,Apichatpong Weerasethakul,Tropical Malady,NOT RATED,118,"Drama,Fantasy,Romance",Thai,"Thailand,France,Germany,Italy"
Adriano,Aprà,Italy,critics,Chronicle of Anna Magdalena Bach,1968,Jean-Marie Straub/Daniele Huillet,Chronicle of Anna Magdalena Bach,N/A,94,"Biography,History,Music",German,"West Germany,Italy"
Adriano,Aprà,Italy,critics,Gertrud,1964,Carl Theodor Dreyer,Gertrud,NOT RATED,116,Drama,Danish,Denmark
Adriano,Aprà,Italy,critics,Histoire(s) du cinema,1997,Jean-Luc Godard,Histoire(s) du cinema: Seul le cinema,N/A,26,"Documentary,Short",French,"Switzerland,France"
Adriano,Aprà,Italy,critics,Late Spring,1949,Ozu Yasujiro,Late Spring,NOT RATED,108,Drama,Japanese,Japan
Adriano,Aprà,Italy,critics,Man with a Movie Camera,1929,Dziga Vertov,Man with a Movie Camera,NOT RATED,68,Documentary,N/A,Soviet Union
Adriano,Aprà,Italy,critics,"River, The",1951,Jean Renoir,The River,TV-14,44,"Action,Adventure,Fantasy",English,USA
Adriano,Aprà,Italy,critics,She Wore a Yellow Ribbon,1949,John Ford,She Wore a Yellow Ribbon,UNRATED,103,"Drama,Western",English,USA
Adriano,Aprà,Italy,critics,Spione,1928,Fritz Lang,Spione,N/A,90,Comedy,Italian,Italy
Adriano,Aprà,Italy,critics,"Story of the Late Chrysanthemums, The",1939,Mizoguchi Kenji,Zangiku monogatari,N/A,148,Drama,Japanese,Japan
Adriano,Aprà,Italy,critics,Stromboli,1950,Roberto Rossellini,Stromboli,NOT RATED,81,Drama,"Italian,English,Spanish,German,French","Italy,USA"
Adrian,Martin,Australia,critics,Anna,1972,Alberto Grifi/Massimo Sarchielli,Anna,R,99,"Drama,Thriller",English,"USA,Spain,France"
Adrian,Martin,Australia,critics,Behindert,1974,Stephen Dwoskin,Behindert,N/A,96,Drama,German,"West Germany,UK"
Adrian,Martin,Australia,critics,By the Bluest of Seas,1935,Boris Barnet/S. Mardanin,By the Bluest of Seas,N/A,71,Drama,Russian,Soviet Union
Adrian,Martin,Australia,critics,"Departure, The",1966,Jerzy Skolimowski,The Departure,N/A,93,"Drama,Romance,Comedy",French,Belgium
Adrian,Martin,Australia,critics,"Enfant Secret, L'",1983,Philippe Garrel,L'Enfant Secret,N/A,92,Drama,French,France
Adrian,Martin,Australia,critics,Eyes Wide Shut,1999,Stanley Kubrick,Eyes Wide Shut,R,159,"Drama,Mystery,Thriller",English,"UK,USA"
Adrian,Martin,Australia,critics,Floating Clouds,1955,Naruse Mikio,Floating Clouds,N/A,123,"Drama,Romance",Japanese,Japan
Adrian,Martin,Australia,critics,"Killing of a Chinese Bookie, The",1976,John Cassavetes,The Killing of a Chinese Bookie,R,135,"Crime,Drama",English,USA
Adrian,Martin,Australia,critics,Nuit et jour,1991,Chantal Akerman,Night and Day,N/A,92,Drama,French,"Belgium,France,Switzerland"
Adrian,Martin,Australia,critics,Wanda,1970,Barbara Loden,Wanda,GP,102,"Crime,Drama",English,USA
Adrian,Danks,Australia,critics,Army of Shadows,1969,Jean-Pierre Melville,Army of Shadows,NOT RATED,145,"Drama,War","French,German,English","France,Italy"
Adrian,Danks,Australia,critics,"Belle Noiseuse, La",1991,Jacques Rivette,La Belle Noiseuse,N/A,238,Drama,"French,English","France,Switzerland"
Adrian,Danks,Australia,critics,"Canterbury Tale, A",1944,Michael Powell/Emeric Pressburger,A Canterbury Tale,NOT RATED,95,"Comedy,Drama,Mystery",English,UK
Adrian,Danks,Australia,critics,Late Autumn,1960,Ozu Yasujiro,Late Autumn,NOT RATED,128,"Comedy,Drama",Japanese,Japan
Adrian,Danks,Australia,critics,Madame de...,1953,Max Ophuls,The Earrings of Madame de...,APPROVED,105,"Drama,Romance",French,"France,Italy"
Adrian,Danks,Australia,critics,Playtime,1967,Jacques Tati,Playtime,NOT RATED,115,Comedy,"French,English,German","France,Italy"
Adrian,Danks,Australia,critics,Report,1986,Bruce Conner,Report,N/A,13,Short,English,USA
Adrian,Danks,Australia,critics,Sans Soleil,1982,Chris Marker,Sans Soleil,NOT RATED,100,Documentary,"French,Japanese,English",France
Adrian,Danks,Australia,critics,"Spirit of the Beehive, The",1973,Victor Erice,The Spirit of the Beehive,UNRATED,95,"Drama,Fantasy",Spanish,Spain
Adrian,Danks,Australia,critics,Sunrise,1927,F. W. Murnau,Sunrise,NOT RATED,94,"Drama,Romance",N/A,USA
Adam,Nayman,Canada,critics,2001: A Space Odyssey,1968,Stanley Kubrick,2001: A Space Odyssey,G,160,"Mystery,Sci-Fi","English,Russian","USA,UK"
Adam,Nayman,Canada,critics,Beau Travail,1998,Claire Denis,Beau Travail,N/A,92,Drama,"French,Italian,Russian",France
Adam,Nayman,Canada,critics,"Brighter Summer Day, A",1991,Edward Yang,A Brighter Summer Day,N/A,237,"Crime,Drama,Romance","Mandarin,Min Nan,Shanghainese",Taiwan
Adam,Nayman,Canada,critics,Celine and Julie Go Boating,1974,Jacques Rivette,Celine and Julie Go Boating,UNRATED,193,"Comedy,Drama,Fantasy",French,France
Adam,Nayman,Canada,critics,Don't Look Now,1973,Nicolas Roeg,Don't Look Now,R,110,"Drama,Horror,Thriller","English,Italian","UK,Italy"
